,ticker,cik,filing_type,period_end,file_name,url,success
0,JPM,0000019617,10-K,2019-12-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\JPM_2019-12-31_10-K_0000019617-20-000257_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000019617/000001961720000257/corp10k2019.htm,True
1,JPM,0000019617,10-K,2018-12-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\JPM_2018-12-31_10-K_0000019617-19-000054_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000019617/000001961719000054/corp10k2018.htm,True
2,JPM,0000019617,10-K,2017-12-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\JPM_2017-12-31_10-K_0000019617-18-000057_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000019617/000001961718000057/corp10k2017.htm,True
3,JPM,0000019617,10-Q,2020-09-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\JPM_2020-09-30_10-Q_0000019617-20-000438_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000019617/000001961720000438/jpm-20200930.htm,True
4,JPM,0000019617,10-Q,2020-06-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\JPM_2020-06-30_10-Q_0000019617-20-000372_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000019617/000001961720000372/corpq22020.htm,True
5,JPM,0000019617,10-Q,2020-03-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\JPM_2020-03-31_10-Q_0000019617-20-000299_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000019617/000001961720000299/corpq12020.htm,True
6,JPM,0000019617,10-Q,2019-09-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\JPM_2019-09-30_10-Q_0000019617-19-000232_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000019617/000001961719000232/corpq32019.htm,True
7,JPM,0000019617,10-Q,2019-06-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\JPM_2019-06-30_10-Q_0000019617-19-000127_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000019617/000001961719000127/corpq22019.htm,True
8,JPM,0000019617,10-Q,2019-03-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\JPM_2019-03-31_10-Q_0000019617-19-000067_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000019617/000001961719000067/corpq12019.htm,True
9,JPM,0000019617,10-Q,2018-09-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\JPM_2018-09-30_10-Q_0000019617-18-000206_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000019617/000001961718000206/corpq32018.htm,True
